,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6,Max Weekly Velocity
3652,53,2020-11-22T00:00:00.000Z,Só Você,Léo Santana,BRUM72002593,,31157991.0,75,"['2020-08-28T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,9.428571428571429
3653,54,2020-11-22T00:00:00.000Z,The Cuppycake Song,Buddy Castle,USHM90574138,,16491146.0,172,"['1995-01-01T00:00:00.000Z', '1995-01-01T00:00:00.000Z']",1323318.0,127.0,460.0,21.857142857142897
3654,55,2020-11-22T00:00:00.000Z,Said Sum - Remix,Moneybagg Yo,USUM72017281,-4.0,31380700.0,51,"['2020-09-17T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-17T00:00:00.000Z']",601328.0,1106889.0,1703878.0,2.71428571428571
3655,56,2020-11-22T00:00:00.000Z,Myself,Bazzi,USAT21801524,,19040153.0,177,"['2018-04-12T00:00:00.000Z', '2018-04-12T00:00:00.000Z', '2020-04-13T00:00:00.000Z']",213807.0,2671971.0,3863240.0,7.857142857142861
3656,57,2020-11-22T00:00:00.000Z,Cradles,SUB URBAN,GB2LD1800949,,22226751.0,96,"['2019-01-04T00:00:00.000Z', '2019-01-04T00:00:00.000Z', '2020-08-06T00:00:00.000Z']",568860.0,122548.0,580805.0,1.85714285714286
3657,58,2020-11-22T00:00:00.000Z,PHOTO,Karansehmbi,INS181900313,,22421825.0,72,"['2019-02-12T00:00:00.000Z', '2019-02-22T00:00:00.000Z', '2020-05-25T00:00:00.000Z', '2020-07-30T00:00:00.000Z']",,,,13.714285714285701
3658,59,2020-11-22T00:00:00.000Z,Steven Universe,L.Dre,QZFZ32084911,1.0,28637630.0,190,['2020-02-21T00:00:00.000Z'],751357.0,28649.0,93694.0,8.571428571428571
3659,60,2020-11-22T00:00:00.000Z,"The Banjo Beat, Pt. 1",Ricky Desktop,QZK6L2004258,,31136030.0,71,['2020-08-21T00:00:00.000Z'],3667592.0,106.0,41487.0,5.71428571428571
3660,61,2020-11-22T00:00:00.000Z,Put Your Records On,Ritt Momney,QZDA82017347,,29186474.0,92,['2020-04-24T00:00:00.000Z'],531390.0,14532.0,69488.0,31.428571428571402
3661,62,2020-11-22T00:00:00.000Z,Papi Chulo,Octavian & Skepta,QM4TX2039607,-4.71428571428571,28731720.0,73,['2020-03-13T00:00:00.000Z'],,,,10.4285714285714
3662,63,2020-11-22T00:00:00.000Z,Mood,24kGoldn,USQX92003025,1.0,30361159.0,128,"['2020-07-24T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",1005525.0,50701.0,557965.0,15.0
3663,64,2020-11-22T00:00:00.000Z,Cradles,SUB URBAN,GB2LD1800949,,22226751.0,102,"['2019-01-04T00:00:00.000Z', '2019-01-04T00:00:00.000Z', '2020-08-06T00:00:00.000Z']",568860.0,122548.0,580805.0,1.85714285714286
3664,65,2020-11-22T00:00:00.000Z,Stuck In The Middle,Tai,QZHN52001856,-6.0,29701771.0,113,['2020-05-29T00:00:00.000Z'],,,,17.7142857142857
3665,66,2020-11-22T00:00:00.000Z,Bandook,Nirvair Pannu,FR96X2024977,-2.71428571428571,29644559.0,169,['2020-05-30T00:00:00.000Z'],1692046.0,364.0,29614.0,9.0
3667,68,2020-11-22T00:00:00.000Z,Tình Yêu Khủng Long,Fay,FR59R2026340,-5.0,31516477.0,58,['2020-04-10T00:00:00.000Z'],,,,2.42857142857143
3668,69,2020-11-22T00:00:00.000Z,What If (I Told You I Like You),johnny orlando,CAGFE1800001,,19251938.0,183,"['2018-06-15T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",214276.0,407104.0,541624.0,6.857142857142861
3669,70,2020-11-22T00:00:00.000Z,Dynamite,BTS,QM7282022872,-2.28571428571429,31077815.0,107,"['2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z']",206557.0,15456354.0,25814033.0,10.0
3670,71,2020-11-22T00:00:00.000Z,Elastic,Joey Purp,QZEGJ1800004,2.57142857142857,20533213.0,64,"['2018-09-13T00:00:00.000Z', '2018-09-04T00:00:00.000Z', '2018-09-07T00:00:00.000Z']",110260.0,74651.0,96932.0,95.8571428571429
3672,73,2020-11-22T00:00:00.000Z,Line Without a Hook,Ricky Montgomery,USA2P1624696,,14803912.0,40,"['2016-04-08T00:00:00.000Z', '2016-04-08T00:00:00.000Z', '2016-04-08T00:00:00.000Z']",41976.0,49470.0,220101.0,0.857142857142857
3673,74,2020-11-22T00:00:00.000Z,Снова я напиваюсь,SLAVA MARLOW,FRX872051222,-5.571428571428571,31583892.0,76,"['2020-10-07T00:00:00.000Z', '2020-10-23T00:00:00.000Z']",3534722.0,69.0,132165.0,1.0
3674,75,2020-11-22T00:00:00.000Z,BICHOTA,KAROL G,USUM72019324,,31751726.0,43,"['2020-10-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-11-24T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z']",206809.0,7779068.0,13261871.0,3.14285714285714
3675,76,2020-11-22T00:00:00.000Z,Chica Ideal,Sebastián Yatra & Guaynaa,USUM72017740,-0.28571428571428603,31663656.0,66,"['2020-10-16T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,4.71428571428571
3676,77,2020-11-22T00:00:00.000Z,Spongebob,Dante9k,QZFYZ2047242,2.42857142857143,32023663.0,168,['2020-01-28T00:00:00.000Z'],3825842.0,5.0,9.0,7.428571428571429
3677,78,2020-11-22T00:00:00.000Z,positions,arianagrande,USUM72019412,,31753148.0,41,"['2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-27T00:00:00.000Z']",,,,12.0
3678,79,2020-11-22T00:00:00.000Z,Fever,Dua Lipa,GBAHT2000834,,31822547.0,41,"['2020-10-29T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z']",5381.0,14838486.0,21113084.0,
3679,80,2020-11-22T00:00:00.000Z,At My Worst,pinksweatsmusic,USAT22003823,0.7142857142857142,30211836.0,72,"['2020-07-17T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",,,,6.71428571428571
3680,81,2020-11-22T00:00:00.000Z,Whoopty,Real CJ,USA2P2031043,0.0,31140457.0,56,"['2020-08-20T00:00:00.000Z', '2020-11-06T00:00:00.000Z']",,,,3.28571428571429
3681,82,2020-11-22T00:00:00.000Z,Aesthetic,Xilo,QZFZ22071847,-0.28571428571428603,28796568.0,192,['2020-02-14T00:00:00.000Z'],3377623.0,216.0,857.0,5.28571428571429
3682,83,2020-11-22T00:00:00.000Z,Hello,OMFG,TCACC1430912,-7.857142857142861,14312132.0,179,"['2014-12-03T00:00:00.000Z', '2014-12-03T00:00:00.000Z']",36987.0,364106.0,410390.0,85.4285714285714
3683,84,2020-11-22T00:00:00.000Z,Blue Bird (Naruto Shippuden) [feat. Animelmack],Berioska,QZFZ62022436,0.28571428571428603,29659569.0,79,['2020-03-28T00:00:00.000Z'],1374584.0,806.0,2760.0,51.28571428571429
3687,88,2020-11-22T00:00:00.000Z,Mamacita,Yanix,FRX872007945,,31526741.0,32,['2020-10-02T00:00:00.000Z'],588868.0,6954.0,254153.0,
3689,90,2020-11-22T00:00:00.000Z,Rom Bim Bom,Rombi & Bombi,RUA1D2049415,-8.0,31643040.0,48,['2020-09-22T00:00:00.000Z'],3987823.0,5.0,5.0,0.857142857142857
3690,91,2020-11-22T00:00:00.000Z,One Love,Now United,QZBQM2000024,,31888712.0,41,['2020-11-06T00:00:00.000Z'],1085344.0,228746.0,1373408.0,0.5714285714285711
3691,92,2020-11-22T00:00:00.000Z,Sweet & Sour,Jawsh 685,USSM12005132,-1.28571428571429,31226592.0,94,['2020-09-04T00:00:00.000Z'],3654834.0,45.0,58011.0,2.57142857142857
3692,93,2020-11-22T00:00:00.000Z,Hislerim,Serhat Durmus,TCADT1883474,0.28571428571428603,20393105.0,103,"['2018-08-10T00:00:00.000Z', '2018-08-10T00:00:00.000Z']",420610.0,101948.0,175642.0,2.42857142857143
3693,94,2020-11-22T00:00:00.000Z,Jingle Bell Rock,Bobby Helms,USMC15746480,5.14285714285714,15529965.0,58,"['2015-10-28T00:00:00.000Z', '2014-11-19T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '1986-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2015-10-19T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2015-01-01T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2015-11-06T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2010-09-14T00:00:00.000Z', '2015-10-19T00:00:00.000Z', '2015-11-23T00:00:00.000Z', '2016-10-07T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2014-11-21T00:00:00.000Z', '2015-11-23T00:00:00.000Z', '2015-11-09T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2017-09-15T00:00:00.000Z', '2017-11-03T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '1957-12-02T00:00:00.000Z', '2018-06-06T00:00:00.000Z', '2016-11-23T00:00:00.000Z', '2016-10-07T00:00:00.000Z', '2005-09-27T00:00:00.000Z', '2007-08-27T00:00:00.000Z', '2001-10-23T00:00:00.000Z', '2007-10-23T00:00:00.000Z', '2018-10-06T00:00:00.000Z', '2018-11-08T00:00:00.000Z', '2018-11-02T00:00:00.000Z', '2018-11-09T00:00:00.000Z', '2001-01-01T00:00:00.000Z', '2008-01-01T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '1998-01-01T00:00:00.000Z', '1986-01-01T00:00:00.000Z', '1992-01-01T00:00:00.000Z', '2005-09-27T00:00:00.000Z', '1983-01-01T00:00:00.000Z', '2018-11-09T00:00:00.000Z', '2019-07-12T00:00:00.000Z', '2019-10-10T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-13T00:00:00.000Z', '2019-11-05T00:00:00.000Z', '2019-10-12T00:00:00.000Z', '2019-10-11T00:00:00.000Z', '2018-11-28T00:00:00.000Z', '2007-09-25T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-28T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-11T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-17T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-23T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-10-11T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-10-04T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-16T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-08T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-15T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-15T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-26T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-28T00:00:00.000Z', '2020-12-02T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-06T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-14T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-17T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-17T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",203875.0,12317.0,16777.0,10.857142857142902
3694,95,2020-11-22T00:00:00.000Z,Hold On,Extreme Music,GBBPP1509812,,12593114.0,40,['2015-06-19T00:00:00.000Z'],474449.0,10891.0,13924.0,4.0
3695,96,2020-11-22T00:00:00.000Z,Promiscuous,Nelly Furtado,USUM70603473,-0.857142857142857,15902731.0,57,"['2017-04-21T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2016-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2015-10-30T00:00:00.000Z', '2008-06-09T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2006-01-01T00:00:00.000Z', '2012-01-01T00:00:00.000Z', '2017-03-24T00:00:00.000Z', '2010-11-15T00:00:00.000Z', '2010-11-15T00:00:00.000Z', '2017-08-04T00:00:00.000Z', '2006-06-09T00:00:00.000Z', '2008-10-07T00:00:00.000Z', '2010-11-12T00:00:00.000Z', '2016-07-15T00:00:00.000Z', '2010-11-12T00:00:00.000Z', '2006-08-22T00:00:00.000Z', '2007-07-09T00:00:00.000Z', '2006-06-20T00:00:00.000Z', '2018-01-26T00:00:00.000Z', '2016-07-01T00:00:00.000Z', '2018-09-07T00:00:00.000Z', '2019-05-31T00:00:00.000Z', '2019-06-07T00:00:00.000Z', '2019-06-07T00:00:00.000Z', '2019-08-16T00:00:00.000Z', '2019-08-09T00:00:00.000Z', '2019-04-26T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-04-12T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-15T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-29T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-01T00:00:00.000Z', '2020-08-03T00:00:00.000Z', '2020-08-03T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-19T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-08-24T00:00:00.000Z', '2020-07-29T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-01T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-21T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-25T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",831.0,1774674.0,2258165.0,-0.28571428571428603
3697,98,2020-11-22T00:00:00.000Z,THICK (feat. Megan Thee Stallion) (Remix),DJ Chose & Megan Thee Stallion,CA5KR2105823,,31823084.0,41,['2020-10-30T00:00:00.000Z'],,,,9.571428571428571
3698,99,2020-11-22T00:00:00.000Z,Lofi,Domknowz,QZFZ42089472,0.0,28931601.0,149,['2020-02-28T00:00:00.000Z'],3582396.0,6.0,583.0,2.57142857142857
3699,100,2020-11-22T00:00:00.000Z,Silence,Silent,TCABF1246524,1.28571428571429,20057797.0,150,[None],,,,3.0
